dt,U_dN
14.36,6.51875
14.37,6.53782
14.38,6.55734
14.39,6.57731
14.4,6.59775
14.41,6.61863
14.42,6.63998
14.43,6.66177
14.44,6.68401
14.45,6.7067
14.46,6.72982
14.47,6.75339
14.48,6.77739
14.49,6.80181
14.5,6.82666
14.51,6.85192
14.52,6.87759
14.53,6.90366
14.54,6.93012
14.55,6.95697
14.56,6.9842
14.57,7.0118
14.58,7.03975
14.59,7.06806
14.6,7.09671
14.61,7.12569
14.62,7.15499
14.63,7.18459
14.64,7.2145
14.65,7.2447
14.66,7.27517
14.67,7.30591
14.68,7.33691
