dt,WRv
14.01,-0.777187
14.02,-0.776184
14.03,-0.775185
14.04,-0.774188
14.05,-0.773194
14.06,-0.772202
14.07,-0.771213
14.08,-0.770227
14.09,-0.769244
14.1,-0.768263
14.11,-0.767285
14.12,-0.76631
14.13,-0.765337
14.14,-0.764368
14.15,-0.7634
14.16,-0.762436
14.17,-0.761475
14.18,-0.760516
14.19,-0.75956
14.2,-0.758606
14.21,-0.757656
14.22,-0.756708
14.23,-0.755763
14.24,-0.754821
14.25,-0.753882
14.26,-0.752945
14.27,-0.752011
14.28,-0.75108
14.29,-0.750152
14.3,-0.749227
14.31,-0.748305
14.32,-0.747385
14.33,-0.746468
14.34,-0.745554
14.35,-0.744643
14.36,-0.743735
14.37,-0.74283
14.38,-0.741927
14.39,-0.741028
14.4,-0.740131
14.41,-0.739237
14.42,-0.738346
14.43,-0.737458
14.44,-0.736573
14.45,-0.735691
14.46,-0.734811
14.47,-0.733935
14.48,-0.733061
14.49,-0.732191
14.5,-0.731323
14.51,-0.730458
14.52,-0.729597
14.53,-0.728738
14.54,-0.727882
14.55,-0.727029
14.56,-0.726179
14.57,-0.725332
14.58,-0.724488
14.59,-0.723647
14.6,-0.722809
14.61,-0.721974
14.62,-0.721141
14.63,-0.720312
14.64,-0.719486
14.65,-0.718663
14.66,-0.717843
14.67,-0.717025
14.68,-0.716211
14.69,-0.7154
14.7,-0.714592
14.71,-0.713787
14.72,-0.712985
14.73,-0.712185
14.74,-0.711389
14.75,-0.710596
14.76,-0.709806
14.77,-0.709019
14.78,-0.708235
14.79,-0.707455
14.8,-0.706677
14.81,-0.705902
14.82,-0.70513
14.83,-0.704361
14.84,-0.703596
14.85,-0.702833
14.86,-0.702074
14.87,-0.701317
14.88,-0.700564
14.89,-0.699814
14.9,-0.699067
14.91,-0.698322
14.92,-0.697581
14.93,-0.696843
14.94,-0.696109
14.95,-0.695377
14.96,-0.694648
14.97,-0.693923
14.98,-0.6932
14.99,-0.692481
15,-0.691765
15.01,-0.691051
15.02,-0.690341
15.03,-0.689635
15.04,-0.688931
15.05,-0.68823
15.06,-0.687532
15.07,-0.686838
15.08,-0.686147
15.09,-0.685459
15.1,-0.684773
15.11,-0.684092
15.12,-0.683413
15.13,-0.682737
15.14,-0.682064
15.15,-0.681395
15.16,-0.680729
15.17,-0.680066
15.18,-0.679406
15.19,-0.678749
15.2,-0.678095
15.21,-0.677445
15.22,-0.676797
15.23,-0.676153
15.24,-0.675512
15.25,-0.674874
15.26,-0.674239
15.27,-0.673608
15.28,-0.672979
15.29,-0.672354
15.3,-0.671732
15.31,-0.671113
15.32,-0.670497
15.33,-0.669884
15.34,-0.669274
15.35,-0.668668
15.36,-0.668065
15.37,-0.667465
15.38,-0.666868
15.39,-0.666274
15.4,-0.665684
15.41,-0.665096
15.42,-0.664512
15.43,-0.663931
15.44,-0.663353
15.45,-0.662779
15.46,-0.662207
15.47,-0.661639
15.48,-0.661074
15.49,-0.660511
15.5,-0.659953
15.51,-0.659397
15.52,-0.658844
15.53,-0.658295
15.54,-0.657749
15.55,-0.657206
15.56,-0.656666
15.57,-0.656129
15.58,-0.655596
15.59,-0.655066
15.6,-0.654538
15.61,-0.654015
15.62,-0.653494
15.63,-0.652976
15.64,-0.652462
15.65,-0.65195
15.66,-0.651442
15.67,-0.650937
15.68,-0.650435
15.69,-0.649937
15.7,-0.649441
15.71,-0.648949
15.72,-0.64846
15.73,-0.647974
15.74,-0.647491
15.75,-0.647011
15.76,-0.646535
15.77,-0.646061
15.78,-0.645591
15.79,-0.645124
15.8,-0.64466
15.81,-0.6442
15.82,-0.643742
15.83,-0.643288
15.84,-0.642836
15.85,-0.642388
15.86,-0.641943
15.87,-0.641501
15.88,-0.641063
15.89,-0.640627
15.9,-0.640195
15.91,-0.639765
15.92,-0.639339
15.93,-0.638916
15.94,-0.638496
15.95,-0.63808
15.96,-0.637666
15.97,-0.637255
15.98,-0.636848
15.99,-0.636444
16,-0.636043
16.01,-0.635645
16.02,-0.63525
16.03,-0.634858
16.04,-0.634469
16.05,-0.634084
16.06,-0.633701
16.07,-0.633322
16.08,-0.632946
16.09,-0.632573
16.1,-0.632203
16.11,-0.631836
16.12,-0.631472
16.13,-0.631111
16.14,-0.630753
16.15,-0.630399
16.16,-0.630047
16.17,-0.629699
16.18,-0.629354
16.19,-0.629011
16.2,-0.628672
16.21,-0.628336
16.22,-0.628003
16.23,-0.627673
16.24,-0.627346
16.25,-0.627022
16.26,-0.626701
16.27,-0.626384
16.28,-0.626069
16.29,-0.625757
16.3,-0.625448
16.31,-0.625143
16.32,-0.62484
16.33,-0.624541
16.34,-0.624244
16.35,-0.623951
16.36,-0.62366
16.37,-0.623373
16.38,-0.623088
16.39,-0.622807
16.4,-0.622528
16.41,-0.622253
16.42,-0.62198
16.43,-0.621711
16.44,-0.621444
16.45,-0.621181
16.46,-0.62092
16.47,-0.620662
16.48,-0.620408
16.49,-0.620156
16.5,-0.619908
16.51,-0.619662
16.52,-0.619419
16.53,-0.619179
16.54,-0.618942
16.55,-0.618708
16.56,-0.618477
16.57,-0.618249
16.58,-0.618024
16.59,-0.617802
16.6,-0.617583
16.61,-0.617366
16.62,-0.617153
16.63,-0.616942
16.64,-0.616735
16.65,-0.61653
16.66,-0.616328
16.67,-0.616129
16.68,-0.615933
16.69,-0.615739
16.7,-0.615549
16.71,-0.615362
16.72,-0.615177
16.73,-0.614995
16.74,-0.614816
16.75,-0.61464
16.76,-0.614467
16.77,-0.614296
16.78,-0.614128
16.79,-0.613964
16.8,-0.613802
16.81,-0.613642
16.82,-0.613486
16.83,-0.613332
16.84,-0.613182
16.85,-0.613034
16.86,-0.612888
16.87,-0.612746
16.88,-0.612606
16.89,-0.612469
16.9,-0.612335
16.91,-0.612204
16.92,-0.612075
16.93,-0.611949
16.94,-0.611826
16.95,-0.611705
16.96,-0.611587
16.97,-0.611472
16.98,-0.61136
16.99,-0.61125
17,-0.611143
17.01,-0.611039
17.02,-0.610938
17.03,-0.610839
17.04,-0.610742
17.05,-0.610649
17.06,-0.610558
17.07,-0.61047
17.08,-0.610384
17.09,-0.610301
17.1,-0.610221
17.11,-0.610143
17.12,-0.610068
17.13,-0.609995
17.14,-0.609926
17.15,-0.609858
17.16,-0.609794
17.17,-0.609731
17.18,-0.609672
17.19,-0.609615
17.2,-0.60956
17.21,-0.609509
17.22,-0.609459
17.23,-0.609412
17.24,-0.609368
17.25,-0.609327
17.26,-0.609287
17.27,-0.609251
17.28,-0.609216
17.29,-0.609185
17.3,-0.609156
17.31,-0.609129
17.32,-0.609105
17.33,-0.609083
17.34,-0.609063
17.35,-0.609047
17.36,-0.609032
17.37,-0.60902
17.38,-0.609011
17.39,-0.609003
17.4,-0.608999
17.41,-0.608996
17.42,-0.608996
17.43,-0.608999
17.44,-0.609004
17.45,-0.609011
17.46,-0.60902
17.47,-0.609032
17.48,-0.609047
17.49,-0.609063
17.5,-0.609082
17.51,-0.609103
17.52,-0.609127
17.53,-0.609153
17.54,-0.609181
17.55,-0.609212
17.56,-0.609244
17.57,-0.609279
17.58,-0.609317
17.59,-0.609356
17.6,-0.609398
17.61,-0.609442
17.62,-0.609488
17.63,-0.609537
17.64,-0.609588
17.65,-0.60964
17.66,-0.609696
17.67,-0.609753
17.68,-0.609812
17.69,-0.609874
17.7,-0.609938
17.71,-0.610004
17.72,-0.610072
17.73,-0.610142
17.74,-0.610214
17.75,-0.610289
17.76,-0.610365
17.77,-0.610444
17.78,-0.610525
17.79,-0.610608
17.8,-0.610693
17.81,-0.61078
17.82,-0.610869
17.83,-0.61096
17.84,-0.611053
17.85,-0.611148
17.86,-0.611245
17.87,-0.611344
17.88,-0.611445
17.89,-0.611548
17.9,-0.611654
17.91,-0.611761
17.92,-0.61187
17.93,-0.611981
17.94,-0.612094
17.95,-0.612208
17.96,-0.612325
17.97,-0.612444
17.98,-0.612564
17.99,-0.612687
18,-0.612811
18.01,-0.612937
18.02,-0.613065
18.03,-0.613195
18.04,-0.613327
18.05,-0.613461
18.06,-0.613596
18.07,-0.613733
18.08,-0.613872
18.09,-0.614013
18.1,-0.614156
18.11,-0.6143
18.12,-0.614446
18.13,-0.614594
18.14,-0.614744
18.15,-0.614895
18.16,-0.615048
18.17,-0.615203
18.18,-0.615359
18.19,-0.615517
18.2,-0.615677
18.21,-0.615839
18.22,-0.616002
18.23,-0.616167
18.24,-0.616333
18.25,-0.616501
18.26,-0.616671
18.27,-0.616842
18.28,-0.617015
18.29,-0.617189
18.3,-0.617365
18.31,-0.617543
18.32,-0.617722
18.33,-0.617903
18.34,-0.618085
18.35,-0.618269
18.36,-0.618454
18.37,-0.61864
18.38,-0.618829
18.39,-0.619018
18.4,-0.619209
18.41,-0.619402
18.42,-0.619596
18.43,-0.619791
18.44,-0.619988
18.45,-0.620187
18.46,-0.620386
18.47,-0.620587
18.48,-0.62079
18.49,-0.620994
18.5,-0.621199
18.51,-0.621405
18.52,-0.621613
18.53,-0.621822
18.54,-0.622033
18.55,-0.622244
18.56,-0.622457
18.57,-0.622672
18.58,-0.622887
18.59,-0.623104
18.6,-0.623322
18.61,-0.623541
18.62,-0.623762
18.63,-0.623983
18.64,-0.624206
18.65,-0.62443
18.66,-0.624655
18.67,-0.624882
18.68,-0.625109
18.69,-0.625338
18.7,-0.625568
18.71,-0.625799
18.72,-0.626031
18.73,-0.626264
18.74,-0.626498
18.75,-0.626733
18.76,-0.626969
18.77,-0.627207
18.78,-0.627445
18.79,-0.627684
18.8,-0.627925
18.81,-0.628166
18.82,-0.628409
18.83,-0.628652
18.84,-0.628896
18.85,-0.629141
18.86,-0.629387
18.87,-0.629634
18.88,-0.629882
18.89,-0.630131
18.9,-0.630381
18.91,-0.630632
18.92,-0.630883
18.93,-0.631136
18.94,-0.631389
18.95,-0.631643
18.96,-0.631897
18.97,-0.632153
18.98,-0.632409
18.99,-0.632667
19,-0.632925
19.01,-0.633183
19.02,-0.633443
19.03,-0.633703
19.04,-0.633964
19.05,-0.634225
19.06,-0.634487
19.07,-0.63475
19.08,-0.635014
19.09,-0.635278
19.1,-0.635543
19.11,-0.635809
19.12,-0.636075
19.13,-0.636341
19.14,-0.636609
19.15,-0.636877
19.16,-0.637145
19.17,-0.637414
19.18,-0.637683
19.19,-0.637954
19.2,-0.638224
19.21,-0.638495
19.22,-0.638767
19.23,-0.639039
19.24,-0.639311
19.25,-0.639584
19.26,-0.639858
19.27,-0.640131
19.28,-0.640406
19.29,-0.64068
19.3,-0.640955
19.31,-0.641231
19.32,-0.641506
19.33,-0.641782
19.34,-0.642059
19.35,-0.642336
19.36,-0.642613
19.37,-0.64289
19.38,-0.643168
19.39,-0.643445
19.4,-0.643724
19.41,-0.644002
19.42,-0.644281
19.43,-0.64456
19.44,-0.644839
19.45,-0.645118
19.46,-0.645397
19.47,-0.645677
19.48,-0.645957
19.49,-0.646237
19.5,-0.646517
19.51,-0.646797
19.52,-0.647077
19.53,-0.647357
19.54,-0.647638
19.55,-0.647918
19.56,-0.648199
19.57,-0.648479
19.58,-0.64876
19.59,-0.64904
19.6,-0.649321
19.61,-0.649601
19.62,-0.649882
19.63,-0.650162
19.64,-0.650443
19.65,-0.650723
19.66,-0.651004
19.67,-0.651284
19.68,-0.651564
19.69,-0.651844
19.7,-0.652124
19.71,-0.652403
19.72,-0.652683
19.73,-0.652962
19.74,-0.653241
19.75,-0.65352
19.76,-0.653799
19.77,-0.654077
19.78,-0.654356
19.79,-0.654634
19.8,-0.654912
19.81,-0.655189
19.82,-0.655466
19.83,-0.655743
19.84,-0.65602
19.85,-0.656296
19.86,-0.656572
19.87,-0.656847
19.88,-0.657122
19.89,-0.657397
19.9,-0.657671
19.91,-0.657945
19.92,-0.658219
19.93,-0.658492
19.94,-0.658764
19.95,-0.659036
19.96,-0.659308
19.97,-0.659579
19.98,-0.65985
19.99,-0.66012
20,-0.66039
20.01,-0.660659
20.02,-0.660927
20.03,-0.661195
20.04,-0.661462
20.05,-0.661729
20.06,-0.661995
20.07,-0.662261
20.08,-0.662525
20.09,-0.66279
20.1,-0.663053
20.11,-0.663316
20.12,-0.663578
20.13,-0.663839
20.14,-0.6641
20.15,-0.66436
20.16,-0.664619
20.17,-0.664878
20.18,-0.665135
20.19,-0.665392
20.2,-0.665648
20.21,-0.665903
20.22,-0.666158
20.23,-0.666411
20.24,-0.666664
20.25,-0.666916
20.26,-0.667167
20.27,-0.667417
20.28,-0.667666
20.29,-0.667914
20.3,-0.668162
20.31,-0.668408
20.32,-0.668653
20.33,-0.668898
20.34,-0.669141
20.35,-0.669383
20.36,-0.669625
20.37,-0.669865
20.38,-0.670104
20.39,-0.670342
20.4,-0.67058
20.41,-0.670816
20.42,-0.671051
20.43,-0.671284
20.44,-0.671517
20.45,-0.671749
20.46,-0.671979
20.47,-0.672208
20.48,-0.672436
20.49,-0.672663
20.5,-0.672889
20.51,-0.673113
20.52,-0.673336
20.53,-0.673558
20.54,-0.673779
20.55,-0.673998
20.56,-0.674217
20.57,-0.674433
20.58,-0.674649
20.59,-0.674863
20.6,-0.675076
20.61,-0.675287
20.62,-0.675497
20.63,-0.675706
20.64,-0.675913
20.65,-0.676119
20.66,-0.676324
20.67,-0.676527
20.68,-0.676728
20.69,-0.676929
20.7,-0.677127
20.71,-0.677324
20.72,-0.67752
20.73,-0.677714
20.74,-0.677907
20.75,-0.678098
20.76,-0.678287
20.77,-0.678475
20.78,-0.678662
20.79,-0.678846
20.8,-0.67903
20.81,-0.679211
20.82,-0.679391
20.83,-0.679569
20.84,-0.679746
20.85,-0.679921
20.86,-0.680094
20.87,-0.680265
20.88,-0.680435
20.89,-0.680603
20.9,-0.680769
20.91,-0.680934
20.92,-0.681097
20.93,-0.681258
20.94,-0.681417
20.95,-0.681574
20.96,-0.68173
20.97,-0.681884
20.98,-0.682036
20.99,-0.682186
21,-0.682334
21.01,-0.68248
21.02,-0.682624
21.03,-0.682767
21.04,-0.682907
21.05,-0.683046
21.06,-0.683182
21.07,-0.683317
21.08,-0.68345
21.09,-0.68358
21.1,-0.683709
21.11,-0.683836
21.12,-0.68396
21.13,-0.684083
21.14,-0.684204
21.15,-0.684322
21.16,-0.684438
21.17,-0.684553
21.18,-0.684665
21.19,-0.684775
21.2,-0.684883
21.21,-0.684989
21.22,-0.685092
21.23,-0.685194
21.24,-0.685293
21.25,-0.68539
21.26,-0.685485
21.27,-0.685577
21.28,-0.685668
21.29,-0.685756
21.3,-0.685842
21.31,-0.685925
21.32,-0.686006
21.33,-0.686085
21.34,-0.686162
21.35,-0.686236
21.36,-0.686308
21.37,-0.686378
21.38,-0.686445
21.39,-0.68651
21.4,-0.686573
21.41,-0.686633
21.42,-0.686691
21.43,-0.686746
21.44,-0.686799
21.45,-0.686849
21.46,-0.686897
21.47,-0.686942
21.48,-0.686985
21.49,-0.687026
21.5,-0.687064
21.51,-0.687099
21.52,-0.687132
21.53,-0.687162
21.54,-0.68719
21.55,-0.687215
21.56,-0.687238
21.57,-0.687258
21.58,-0.687275
21.59,-0.68729
21.6,-0.687302
21.61,-0.687311
21.62,-0.687318
21.63,-0.687322
21.64,-0.687324
21.65,-0.687322
21.66,-0.687318
21.67,-0.687312
21.68,-0.687302
21.69,-0.68729
21.7,-0.687275
21.71,-0.687257
21.72,-0.687237
21.73,-0.687213
21.74,-0.687187
21.75,-0.687158
21.76,-0.687127
21.77,-0.687092
21.78,-0.687054
21.79,-0.687014
21.8,-0.686971
21.81,-0.686925
21.82,-0.686876
21.83,-0.686824
21.84,-0.686769
21.85,-0.686711
21.86,-0.68665
21.87,-0.686587
21.88,-0.68652
21.89,-0.68645
21.9,-0.686378
21.91,-0.686302
21.92,-0.686223
21.93,-0.686142
21.94,-0.686057
21.95,-0.685969
21.96,-0.685878
21.97,-0.685784
21.98,-0.685687
21.99,-0.685587
22,-0.685484
22.01,-0.685377
22.02,-0.685268
22.03,-0.685155
22.04,-0.685039
22.05,-0.68492
22.06,-0.684798
22.07,-0.684672
22.08,-0.684544
22.09,-0.684412
22.1,-0.684277
22.11,-0.684139
22.12,-0.683997
22.13,-0.683853
22.14,-0.683704
22.15,-0.683553
22.16,-0.683399
22.17,-0.683241
22.18,-0.683079
22.19,-0.682915
22.2,-0.682747
22.21,-0.682576
22.22,-0.682401
22.23,-0.682223
22.24,-0.682042
22.25,-0.681857
22.26,-0.681669
22.27,-0.681477
22.28,-0.681283
22.29,-0.681084
22.3,-0.680882
22.31,-0.680677
22.32,-0.680468
22.33,-0.680256
22.34,-0.68004
22.35,-0.679821
22.36,-0.679598
22.37,-0.679372
22.38,-0.679142
22.39,-0.678909
22.4,-0.678672
22.41,-0.678432
22.42,-0.678188
22.43,-0.67794
22.44,-0.677689
22.45,-0.677435
22.46,-0.677176
22.47,-0.676914
22.48,-0.676649
22.49,-0.676379
22.5,-0.676107
22.51,-0.67583
22.52,-0.67555
22.53,-0.675266
22.54,-0.674978
22.55,-0.674687
22.56,-0.674392
22.57,-0.674093
22.58,-0.673791
22.59,-0.673485
22.6,-0.673175
22.61,-0.672861
22.62,-0.672544
22.63,-0.672222
22.64,-0.671897
22.65,-0.671569
22.66,-0.671236
22.67,-0.6709
22.68,-0.670559
22.69,-0.670215
22.7,-0.669867
22.71,-0.669516
22.72,-0.66916
22.73,-0.6688
22.74,-0.668437
22.75,-0.66807
22.76,-0.667698
22.77,-0.667323
22.78,-0.666944
22.79,-0.666561
22.8,-0.666175
22.81,-0.665784
22.82,-0.665389
22.83,-0.66499
22.84,-0.664587
22.85,-0.664181
22.86,-0.66377
22.87,-0.663355
22.88,-0.662937
22.89,-0.662514
22.9,-0.662087
22.91,-0.661656
22.92,-0.661222
22.93,-0.660783
22.94,-0.66034
22.95,-0.659893
22.96,-0.659442
22.97,-0.658986
22.98,-0.658527
22.99,-0.658064
23,-0.657596
23.01,-0.657125
23.02,-0.656649
23.03,-0.656169
23.04,-0.655685
23.05,-0.655197
23.06,-0.654705
23.07,-0.654208
23.08,-0.653708
23.09,-0.653203
23.1,-0.652694
23.11,-0.65218
23.12,-0.651663
23.13,-0.651141
23.14,-0.650615
23.15,-0.650085
23.16,-0.649551
23.17,-0.649012
23.18,-0.648469
23.19,-0.647922
23.2,-0.647371
23.21,-0.646815
23.22,-0.646255
23.23,-0.645691
23.24,-0.645122
23.25,-0.644549
23.26,-0.643972
23.27,-0.643391
23.28,-0.642805
23.29,-0.642214
23.3,-0.64162
23.31,-0.641021
23.32,-0.640418
23.33,-0.63981
23.34,-0.639198
23.35,-0.638582
23.36,-0.637961
23.37,-0.637336
23.38,-0.636706
23.39,-0.636072
23.4,-0.635434
23.41,-0.634791
23.42,-0.634144
23.43,-0.633492
23.44,-0.632836
23.45,-0.632175
23.46,-0.63151
23.47,-0.63084
23.48,-0.630166
23.49,-0.629488
23.5,-0.628805
23.51,-0.628118
23.52,-0.627426
23.53,-0.626729
23.54,-0.626028
23.55,-0.625323
23.56,-0.624613
23.57,-0.623898
23.58,-0.623179
23.59,-0.622455
23.6,-0.621727
23.61,-0.620995
23.62,-0.620257
23.63,-0.619515
23.64,-0.618769
23.65,-0.618018
23.66,-0.617262
23.67,-0.616502
23.68,-0.615737
23.69,-0.614968
23.7,-0.614194
23.71,-0.613416
23.72,-0.612632
23.73,-0.611844
23.74,-0.611052
23.75,-0.610255
23.76,-0.609453
23.77,-0.608647
23.78,-0.607836
23.79,-0.60702
23.8,-0.6062
23.81,-0.605375
23.82,-0.604545
23.83,-0.603711
23.84,-0.602872
23.85,-0.602028
23.86,-0.601179
23.87,-0.600326
23.88,-0.599469
23.89,-0.598606
23.9,-0.597739
23.91,-0.596867
23.92,-0.59599
23.93,-0.595109
23.94,-0.594223
23.95,-0.593332
23.96,-0.592436
23.97,-0.591536
23.98,-0.590631
23.99,-0.589721
24,-0.588806
24.01,-0.587887
24.02,-0.586963
24.03,-0.586034
24.04,-0.5851
24.05,-0.584161
24.06,-0.583218
24.07,-0.58227
24.08,-0.581317
24.09,-0.58036
24.1,-0.579397
24.11,-0.57843
24.12,-0.577458
24.13,-0.576481
24.14,-0.575499
24.15,-0.574513
24.16,-0.573522
24.17,-0.572525
24.18,-0.571524
24.19,-0.570519
24.2,-0.569508
24.21,-0.568493
24.22,-0.567472
24.23,-0.566447
24.24,-0.565417
24.25,-0.564382
24.26,-0.563342
24.27,-0.562298
24.28,-0.561248
24.29,-0.560194
24.3,-0.559135
24.31,-0.558071
24.32,-0.557002
24.33,-0.555928
24.34,-0.554849
24.35,-0.553766
24.36,-0.552677
24.37,-0.551584
24.38,-0.550485
24.39,-0.549382
24.4,-0.548274
24.41,-0.547161
24.42,-0.546043
24.43,-0.544921
24.44,-0.543793
24.45,-0.54266
24.46,-0.541523
24.47,-0.54038
24.48,-0.539233
24.49,-0.538081
24.5,-0.536924
24.51,-0.535762
24.52,-0.534594
24.53,-0.533423
24.54,-0.532246
24.55,-0.531064
24.56,-0.529877
24.57,-0.528685
24.58,-0.527489
24.59,-0.526287
24.6,-0.525081
24.61,-0.523869
24.62,-0.522653
24.63,-0.521431
24.64,-0.520205
24.65,-0.518974
24.66,-0.517738
24.67,-0.516497
24.68,-0.51525
24.69,-0.513999
24.7,-0.512743
24.71,-0.511482
24.72,-0.510216
24.73,-0.508946
24.74,-0.50767
24.75,-0.506389
24.76,-0.505103
24.77,-0.503812
24.78,-0.502517
24.79,-0.501216
24.8,-0.49991
24.81,-0.4986
24.82,-0.497284
24.83,-0.495964
24.84,-0.494638
24.85,-0.493308
24.86,-0.491972
24.87,-0.490632
24.88,-0.489287
24.89,-0.487936
24.9,-0.486581
24.91,-0.485221
24.92,-0.483855
24.93,-0.482485
24.94,-0.48111
24.95,-0.47973
24.96,-0.478345
24.97,-0.476955
24.98,-0.47556
24.99,-0.474159
25,-0.472754
25.01,-0.471344
25.02,-0.469929
25.03,-0.46851
25.04,-0.467085
25.05,-0.465655
25.06,-0.46422
25.07,-0.46278
25.08,-0.461335
25.09,-0.459886
25.1,-0.458431
25.11,-0.456971
25.12,-0.455507
25.13,-0.454037
25.14,-0.452562
25.15,-0.451083
25.16,-0.449598
25.17,-0.448109
25.18,-0.446615
25.19,-0.445115
25.2,-0.443611
25.21,-0.442102
25.22,-0.440587
25.23,-0.439068
25.24,-0.437544
25.25,-0.436015
25.26,-0.434481
25.27,-0.432942
25.28,-0.431398
25.29,-0.429849
25.3,-0.428295
25.31,-0.426737
25.32,-0.425173
25.33,-0.423604
25.34,-0.422031
25.35,-0.420452
25.36,-0.418869
25.37,-0.417281
25.38,-0.415687
25.39,-0.414089
25.4,-0.412486
25.41,-0.410878
25.42,-0.409265
25.43,-0.407647
25.44,-0.406024
25.45,-0.404397
25.46,-0.402764
25.47,-0.401126
25.48,-0.399484
25.49,-0.397837
25.5,-0.396184
25.51,-0.394527
25.52,-0.392865
25.53,-0.391198
25.54,-0.389527
25.55,-0.38785
25.56,-0.386168
25.57,-0.384482
25.58,-0.38279
25.59,-0.381094
25.6,-0.379393
25.61,-0.377687
25.62,-0.375976
25.63,-0.374261
25.64,-0.37254
25.65,-0.370815
25.66,-0.369085
25.67,-0.36735
25.68,-0.36561
25.69,-0.363865
25.7,-0.362115
25.71,-0.360361
25.72,-0.358602
25.73,-0.356837
25.74,-0.355069
25.75,-0.353295
25.76,-0.351516
25.77,-0.349733
25.78,-0.347945
25.79,-0.346152
25.8,-0.344354
25.81,-0.342552
25.82,-0.340744
25.83,-0.338932
25.84,-0.337115
25.85,-0.335293
25.86,-0.333467
25.87,-0.331636
25.88,-0.3298
25.89,-0.327959
25.9,-0.326113
25.91,-0.324263
25.92,-0.322408
25.93,-0.320548
25.94,-0.318684
25.95,-0.316815
25.96,-0.314941
25.97,-0.313062
25.98,-0.311179
25.99,-0.309291
26,-0.307398
26.01,-0.3055
26.02,-0.303598
26.03,-0.301691
26.04,-0.29978
26.05,-0.297863
26.06,-0.295942
26.07,-0.294017
26.08,-0.292086
26.09,-0.290151
26.1,-0.288212
26.11,-0.286268
26.12,-0.284319
26.13,-0.282365
26.14,-0.280407
26.15,-0.278444
26.16,-0.276477
26.17,-0.274505
26.18,-0.272528
26.19,-0.270547
26.2,-0.268561
26.21,-0.266571
26.22,-0.264576
26.23,-0.262576
26.24,-0.260572
26.25,-0.258563
26.26,-0.25655
26.27,-0.254532
26.28,-0.252509
26.29,-0.250483
26.3,-0.248451
26.31,-0.246415
26.32,-0.244375
26.33,-0.242329
26.34,-0.24028
26.35,-0.238226
26.36,-0.236167
26.37,-0.234104
26.38,-0.232037
26.39,-0.229965
26.4,-0.227888
26.41,-0.225807
26.42,-0.223722
26.43,-0.221632
26.44,-0.219538
26.45,-0.217439
26.46,-0.215336
26.47,-0.213228
26.48,-0.211117
26.49,-0.209
26.5,-0.206879
26.51,-0.204754
26.52,-0.202625
26.53,-0.200491
26.54,-0.198352
26.55,-0.19621
26.56,-0.194063
26.57,-0.191912
26.58,-0.189756
26.59,-0.187596
26.6,-0.185431
26.61,-0.183263
26.62,-0.18109
26.63,-0.178913
26.64,-0.176731
26.65,-0.174545
26.66,-0.172355
26.67,-0.170161
26.68,-0.167962
26.69,-0.165759
26.7,-0.163552
26.71,-0.161341
26.72,-0.159125
26.73,-0.156906
26.74,-0.154682
26.75,-0.152453
26.76,-0.150221
26.77,-0.147985
26.78,-0.145744
26.79,-0.143499
26.8,-0.14125
26.81,-0.138997
26.82,-0.136739
26.83,-0.134478
26.84,-0.132212
26.85,-0.129943
26.86,-0.127669
26.87,-0.125391
26.88,-0.123109
26.89,-0.120823
26.9,-0.118533
26.91,-0.116239
26.92,-0.11394
26.93,-0.111638
26.94,-0.109332
26.95,-0.107021
26.96,-0.104707
26.97,-0.102389
26.98,-0.100067
26.99,-0.0977402
27,-0.0954099
27.01,-0.0930757
27.02,-0.0907375
27.03,-0.0883954
27.04,-0.0860493
27.05,-0.0836993
27.06,-0.0813454
27.07,-0.0789876
27.08,-0.0766258
27.09,-0.0742602
27.1,-0.0718908
27.11,-0.0695174
27.12,-0.0671402
27.13,-0.0647592
27.14,-0.0623743
27.15,-0.0599856
27.16,-0.0575931
27.17,-0.0551968
27.18,-0.0527967
27.19,-0.0503928
27.2,-0.0479851
27.21,-0.0455737
27.22,-0.0431585
27.23,-0.0407396
27.24,-0.0383169
27.25,-0.0358906
27.26,-0.0334605
27.27,-0.0310267
27.28,-0.0285892
27.29,-0.0261481
27.3,-0.0237032
27.31,-0.0212548
27.32,-0.0188026
27.33,-0.0163469
27.34,-0.0138875
27.35,-0.0114245
27.36,-0.00895793
27.37,-0.00648774
27.38,-0.00401398
27.39,-0.00153666
27.4,0.00094423
27.41,0.00342866
27.42,0.00591663
27.43,0.00840812
27.44,0.0109031
27.45,0.0134016
27.46,0.0159036
27.47,0.0184091
27.48,0.020918
27.49,0.0234304
27.5,0.0259462
27.51,0.0284655
27.52,0.0309882
27.53,0.0335142
27.54,0.0360437
27.55,0.0385766
27.56,0.0411128
27.57,0.0436524
27.58,0.0461954
27.59,0.0487417
27.6,0.0512913
27.61,0.0538442
27.62,0.0564004
27.63,0.0589599
27.64,0.0615227
27.65,0.0640888
27.66,0.0666581
27.67,0.0692306
27.68,0.0718064
27.69,0.0743853
27.7,0.0769675
27.71,0.0795529
27.72,0.0821415
27.73,0.0847332
27.74,0.0873281
27.75,0.0899261
27.76,0.0925272
27.77,0.0951315
27.78,0.0977388
27.79,0.100349
27.8,0.102963
27.81,0.105579
27.82,0.108199
27.83,0.110822
27.84,0.113447
27.85,0.116076
27.86,0.118708
27.87,0.121343
27.88,0.12398
27.89,0.126621
27.9,0.129265
27.91,0.131911
27.92,0.13456
27.93,0.137213
27.94,0.139868
27.95,0.142526
27.96,0.145187
27.97,0.147851
27.98,0.150518
27.99,0.153187
28,0.15586
