dt,U_aN
56.32,-0.114204
56.33,-0.114549
56.34,-0.114894
56.35,-0.115239
56.36,-0.115584
56.37,-0.115928
56.38,-0.116273
56.39,-0.116616
56.4,-0.11696
56.41,-0.117303
56.42,-0.117646
56.43,-0.117988
56.44,-0.118331
56.45,-0.118672
56.46,-0.119014
56.47,-0.119355
56.48,-0.119696
56.49,-0.120037
56.5,-0.120377
56.51,-0.120717
56.52,-0.121056
56.53,-0.121395
56.54,-0.121734
56.55,-0.122073
56.56,-0.122411
56.57,-0.122748
56.58,-0.123085
56.59,-0.123422
56.6,-0.123759
56.61,-0.124095
56.62,-0.124431
56.63,-0.124766
56.64,-0.125101
56.65,-0.125435
56.66,-0.125769
56.67,-0.126103
56.68,-0.126436
56.69,-0.126769
56.7,-0.127101
56.71,-0.127433
56.72,-0.127764
56.73,-0.128095
56.74,-0.128426
56.75,-0.128756
56.76,-0.129085
56.77,-0.129415
56.78,-0.129743
56.79,-0.130071
56.8,-0.130399
56.81,-0.130726
56.82,-0.131053
56.83,-0.131379
56.84,-0.131705
56.85,-0.13203
56.86,-0.132355
56.87,-0.132679
56.88,-0.133002
56.89,-0.133326
56.9,-0.133648
56.91,-0.13397
56.92,-0.134292
56.93,-0.134613
56.94,-0.134933
56.95,-0.135253
56.96,-0.135572
56.97,-0.135891
56.98,-0.136209
56.99,-0.136527
57,-0.136844
57.01,-0.137161
57.02,-0.137477
57.03,-0.137792
57.04,-0.138107
57.05,-0.138421
57.06,-0.138734
57.07,-0.139047
57.08,-0.13936
57.09,-0.139671
57.1,-0.139983
57.11,-0.140293
57.12,-0.140603
57.13,-0.140912
57.14,-0.141221
57.15,-0.141529
57.16,-0.141836
57.17,-0.142143
57.18,-0.142449
57.19,-0.142754
57.2,-0.143059
57.21,-0.143363
57.22,-0.143666
57.23,-0.143969
57.24,-0.144271
57.25,-0.144573
57.26,-0.144873
57.27,-0.145173
57.28,-0.145473
57.29,-0.145771
57.3,-0.146069
57.31,-0.146366
57.32,-0.146663
57.33,-0.146959
57.34,-0.147254
57.35,-0.147548
57.36,-0.147841
57.37,-0.148134
57.38,-0.148426
57.39,-0.148718
57.4,-0.149009
57.41,-0.149298
57.42,-0.149588
57.43,-0.149876
57.44,-0.150164
57.45,-0.15045
57.46,-0.150737
57.47,-0.151022
57.48,-0.151306
57.49,-0.15159
57.5,-0.151873
57.51,-0.152155
57.52,-0.152437
57.53,-0.152717
57.54,-0.152997
57.55,-0.153276
57.56,-0.153554
57.57,-0.153832
57.58,-0.154108
57.59,-0.154384
57.6,-0.154659
57.61,-0.154933
57.62,-0.155206
57.63,-0.155479
57.64,-0.15575
57.65,-0.156021
57.66,-0.156291
57.67,-0.15656
57.68,-0.156828
57.69,-0.157095
57.7,-0.157361
57.71,-0.157627
57.72,-0.157892
57.73,-0.158155
57.74,-0.158418
57.75,-0.15868
57.76,-0.158941
57.77,-0.159202
57.78,-0.159461
57.79,-0.159719
57.8,-0.159977
57.81,-0.160234
57.82,-0.160489
57.83,-0.160744
57.84,-0.160998
57.85,-0.161251
57.86,-0.161503
57.87,-0.161754
57.88,-0.162004
57.89,-0.162253
57.9,-0.162501
57.91,-0.162749
57.92,-0.162995
57.93,-0.16324
57.94,-0.163485
57.95,-0.163728
57.96,-0.163971
57.97,-0.164212
57.98,-0.164453
57.99,-0.164692
58,-0.164931
58.01,-0.165168
58.02,-0.165405
58.03,-0.165641
58.04,-0.165875
58.05,-0.166109
58.06,-0.166341
58.07,-0.166573
58.08,-0.166804
58.09,-0.167033
58.1,-0.167262
58.11,-0.167489
58.12,-0.167716
58.13,-0.167941
58.14,-0.168165
58.15,-0.168389
58.16,-0.168611
58.17,-0.168832
58.18,-0.169053
58.19,-0.169272
58.2,-0.16949
58.21,-0.169707
58.22,-0.169923
58.23,-0.170138
58.24,-0.170352
58.25,-0.170564
58.26,-0.170776
58.27,-0.170987
58.28,-0.171196
58.29,-0.171405
58.3,-0.171612
58.31,-0.171818
58.32,-0.172023
58.33,-0.172228
58.34,-0.17243
58.35,-0.172632
58.36,-0.172833
58.37,-0.173033
58.38,-0.173231
58.39,-0.173428
58.4,-0.173625
58.41,-0.17382
58.42,-0.174014
58.43,-0.174207
58.44,-0.174398
58.45,-0.174589
58.46,-0.174778
58.47,-0.174966
58.48,-0.175153
58.49,-0.175339
58.5,-0.175524
58.51,-0.175708
58.52,-0.17589
58.53,-0.176072
58.54,-0.176252
58.55,-0.176431
58.56,-0.176608
58.57,-0.176785
58.58,-0.17696
58.59,-0.177134
58.6,-0.177307
58.61,-0.177479
58.62,-0.17765
58.63,-0.177819
58.64,-0.177987
58.65,-0.178154
58.66,-0.17832
58.67,-0.178485
58.68,-0.178648
58.69,-0.17881
58.7,-0.178971
58.71,-0.17913
58.72,-0.179289
58.73,-0.179446
58.74,-0.179602
58.75,-0.179757
58.76,-0.17991
58.77,-0.180062
58.78,-0.180213
58.79,-0.180363
58.8,-0.180512
58.81,-0.180659
58.82,-0.180805
58.83,-0.180949
58.84,-0.181093
58.85,-0.181235
58.86,-0.181376
58.87,-0.181515
58.88,-0.181654
58.89,-0.181791
58.9,-0.181927
58.91,-0.182061
58.92,-0.182194
58.93,-0.182326
58.94,-0.182457
58.95,-0.182586
58.96,-0.182714
58.97,-0.182841
58.98,-0.182966
58.99,-0.18309
59,-0.183213
59.01,-0.183334
59.02,-0.183454
59.03,-0.183573
59.04,-0.183691
59.05,-0.183807
59.06,-0.183922
59.07,-0.184035
59.08,-0.184147
59.09,-0.184258
59.1,-0.184368
59.11,-0.184476
59.12,-0.184582
59.13,-0.184688
59.14,-0.184792
59.15,-0.184895
59.16,-0.184996
59.17,-0.185096
59.18,-0.185195
59.19,-0.185292
59.2,-0.185388
59.21,-0.185483
59.22,-0.185576
59.23,-0.185668
59.24,-0.185758
59.25,-0.185847
59.26,-0.185935
59.27,-0.186021
59.28,-0.186106
59.29,-0.18619
59.3,-0.186272
59.31,-0.186353
59.32,-0.186432
59.33,-0.18651
59.34,-0.186587
59.35,-0.186662
59.36,-0.186736
59.37,-0.186808
59.38,-0.186879
59.39,-0.186948
59.4,-0.187017
59.41,-0.187083
59.42,-0.187149
59.43,-0.187212
59.44,-0.187275
59.45,-0.187336
59.46,-0.187396
59.47,-0.187454
59.48,-0.187511
59.49,-0.187566
59.5,-0.18762
59.51,-0.187672
59.52,-0.187723
59.53,-0.187773
59.54,-0.187821
59.55,-0.187868
59.56,-0.187913
59.57,-0.187957
59.58,-0.187999
59.59,-0.18804
59.6,-0.188079
59.61,-0.188117
59.62,-0.188154
59.63,-0.188189
59.64,-0.188222
59.65,-0.188254
59.66,-0.188285
59.67,-0.188314
59.68,-0.188342
59.69,-0.188368
59.7,-0.188393
59.71,-0.188416
59.72,-0.188438
59.73,-0.188458
59.74,-0.188477
59.75,-0.188495
59.76,-0.188511
59.77,-0.188525
59.78,-0.188538
59.79,-0.188549
59.8,-0.188559
59.81,-0.188568
59.82,-0.188575
59.83,-0.18858
59.84,-0.188584
59.85,-0.188586
59.86,-0.188587
59.87,-0.188587
59.88,-0.188585
59.89,-0.188581
59.9,-0.188576
59.91,-0.188569
59.92,-0.188561
59.93,-0.188552
59.94,-0.18854
59.95,-0.188528
59.96,-0.188514
59.97,-0.188498
59.98,-0.188481
59.99,-0.188462
60,-0.188442
60.01,-0.18842
60.02,-0.188397
60.03,-0.188372
60.04,-0.188345
60.05,-0.188317
60.06,-0.188288
60.07,-0.188257
60.08,-0.188224
60.09,-0.18819
60.1,-0.188155
60.11,-0.188118
60.12,-0.188079
60.13,-0.188039
60.14,-0.187997
60.15,-0.187954
60.16,-0.187909
60.17,-0.187862
60.18,-0.187814
60.19,-0.187765
60.2,-0.187714
60.21,-0.187661
60.22,-0.187607
60.23,-0.187551
60.24,-0.187494
60.25,-0.187435
60.26,-0.187375
60.27,-0.187313
60.28,-0.18725
60.29,-0.187185
60.3,-0.187118
60.31,-0.18705
60.32,-0.18698
60.33,-0.186909
60.34,-0.186836
60.35,-0.186761
60.36,-0.186685
60.37,-0.186608
60.38,-0.186529
60.39,-0.186448
60.4,-0.186366
60.41,-0.186282
60.42,-0.186196
60.43,-0.186109
60.44,-0.186021
60.45,-0.185931
60.46,-0.185839
60.47,-0.185746
60.48,-0.185651
60.49,-0.185554
60.5,-0.185456
60.51,-0.185357
60.52,-0.185256
60.53,-0.185153
60.54,-0.185048
60.55,-0.184942
60.56,-0.184835
60.57,-0.184726
60.58,-0.184615
60.59,-0.184503
60.6,-0.184389
60.61,-0.184274
60.62,-0.184157
60.63,-0.184038
60.64,-0.183918
60.65,-0.183796
60.66,-0.183672
60.67,-0.183547
60.68,-0.183421
60.69,-0.183293
60.7,-0.183163
60.71,-0.183032
60.72,-0.182899
60.73,-0.182764
60.74,-0.182628
60.75,-0.18249
60.76,-0.182351
60.77,-0.18221
60.78,-0.182068
60.79,-0.181924
60.8,-0.181778
60.81,-0.181631
60.82,-0.181482
60.83,-0.181331
60.84,-0.181179
60.85,-0.181026
60.86,-0.18087
60.87,-0.180714
60.88,-0.180555
60.89,-0.180395
60.9,-0.180233
60.91,-0.18007
60.92,-0.179905
60.93,-0.179739
60.94,-0.179571
60.95,-0.179401
60.96,-0.17923
60.97,-0.179057
60.98,-0.178883
60.99,-0.178707
61,-0.178529
61.01,-0.17835
61.02,-0.178169
61.03,-0.177987
61.04,-0.177803
61.05,-0.177617
61.06,-0.17743
61.07,-0.177241
61.08,-0.177051
61.09,-0.176859
61.1,-0.176665
61.11,-0.17647
61.12,-0.176273
61.13,-0.176075
61.14,-0.175875
61.15,-0.175674
61.16,-0.17547
61.17,-0.175266
61.18,-0.175059
61.19,-0.174851
61.2,-0.174642
61.21,-0.174431
61.22,-0.174218
61.23,-0.174004
61.24,-0.173788
61.25,-0.17357
61.26,-0.173351
61.27,-0.173131
61.28,-0.172908
61.29,-0.172684
61.3,-0.172459
61.31,-0.172232
61.32,-0.172003
61.33,-0.171773
61.34,-0.171541
61.35,-0.171308
61.36,-0.171073
61.37,-0.170836
61.38,-0.170598
61.39,-0.170359
61.4,-0.170117
61.41,-0.169874
61.42,-0.16963
61.43,-0.169384
61.44,-0.169136
61.45,-0.168887
61.46,-0.168636
61.47,-0.168384
61.48,-0.16813
61.49,-0.167874
61.5,-0.167617
61.51,-0.167358
61.52,-0.167098
61.53,-0.166836
61.54,-0.166573
61.55,-0.166308
61.56,-0.166041
61.57,-0.165773
61.58,-0.165503
61.59,-0.165232
61.6,-0.164959
61.61,-0.164685
61.62,-0.164409
61.63,-0.164131
61.64,-0.163852
61.65,-0.163571
61.66,-0.163289
61.67,-0.163005
61.68,-0.16272
61.69,-0.162433
61.7,-0.162144
61.71,-0.161854
61.72,-0.161563
61.73,-0.16127
61.74,-0.160975
61.75,-0.160679
61.76,-0.160381
61.77,-0.160081
61.78,-0.15978
61.79,-0.159478
61.8,-0.159174
61.81,-0.158868
61.82,-0.158561
61.83,-0.158252
61.84,-0.157942
61.85,-0.157631
61.86,-0.157317
61.87,-0.157002
61.88,-0.156686
61.89,-0.156368
61.9,-0.156049
61.91,-0.155728
61.92,-0.155405
61.93,-0.155081
61.94,-0.154755
61.95,-0.154428
61.96,-0.1541
61.97,-0.15377
61.98,-0.153438
61.99,-0.153105
62,-0.15277
62.01,-0.152434
62.02,-0.152096
62.03,-0.151757
62.04,-0.151416
62.05,-0.151074
62.06,-0.15073
62.07,-0.150384
62.08,-0.150038
62.09,-0.149689
62.1,-0.149339
62.11,-0.148988
62.12,-0.148635
62.13,-0.148281
62.14,-0.147925
62.15,-0.147568
62.16,-0.147209
62.17,-0.146848
62.18,-0.146486
62.19,-0.146123
62.2,-0.145758
62.21,-0.145392
62.22,-0.145024
62.23,-0.144655
62.24,-0.144284
62.25,-0.143912
62.26,-0.143538
62.27,-0.143163
62.28,-0.142786
62.29,-0.142408
62.3,-0.142029
62.31,-0.141648
62.32,-0.141265
62.33,-0.140881
62.34,-0.140496
62.35,-0.140109
62.36,-0.13972
62.37,-0.13933
62.38,-0.138939
62.39,-0.138546
62.4,-0.138152
62.41,-0.137757
62.42,-0.137359
62.43,-0.136961
62.44,-0.136561
62.45,-0.13616
62.46,-0.135757
62.47,-0.135352
62.48,-0.134947
62.49,-0.13454
62.5,-0.134131
62.51,-0.133721
62.52,-0.13331
62.53,-0.132897
62.54,-0.132482
62.55,-0.132067
62.56,-0.13165
62.57,-0.131231
62.58,-0.130811
62.59,-0.13039
62.6,-0.129967
62.61,-0.129543
62.62,-0.129118
62.63,-0.128691
62.64,-0.128262
62.65,-0.127833
62.66,-0.127401
62.67,-0.126969
62.68,-0.126535
62.69,-0.1261
62.7,-0.125663
62.71,-0.125225
62.72,-0.124786
62.73,-0.124345
62.74,-0.123903
62.75,-0.123459
62.76,-0.123014
62.77,-0.122568
62.78,-0.12212
62.79,-0.121671
62.8,-0.121221
62.81,-0.120769
62.82,-0.120316
62.83,-0.119862
62.84,-0.119406
62.85,-0.118949
62.86,-0.118491
62.87,-0.118031
62.88,-0.11757
62.89,-0.117108
62.9,-0.116644
62.91,-0.116179
62.92,-0.115712
62.93,-0.115245
62.94,-0.114776
62.95,-0.114305
62.96,-0.113834
62.97,-0.113361
62.98,-0.112886
62.99,-0.112411
63,-0.111934
63.01,-0.111456
63.02,-0.110976
63.03,-0.110495
63.04,-0.110013
63.05,-0.10953
63.06,-0.109045
63.07,-0.108559
63.08,-0.108072
63.09,-0.107584
63.1,-0.107094
63.11,-0.106603
63.12,-0.106111
63.13,-0.105617
63.14,-0.105122
63.15,-0.104626
63.16,-0.104129
63.17,-0.103631
63.18,-0.103131
63.19,-0.10263
63.2,-0.102127
63.21,-0.101624
63.22,-0.101119
63.23,-0.100613
63.24,-0.100106
63.25,-0.0995975
63.26,-0.0990878
63.27,-0.0985769
63.28,-0.0980648
63.29,-0.0975515
63.3,-0.097037
63.31,-0.0965212
63.32,-0.0960043
63.33,-0.0954862
63.34,-0.0949668
63.35,-0.0944463
63.36,-0.0939246
63.37,-0.0934017
63.38,-0.0928776
63.39,-0.0923524
63.4,-0.0918259
63.41,-0.0912983
63.42,-0.0907696
63.43,-0.0902396
63.44,-0.0897085
63.45,-0.0891762
63.46,-0.0886428
63.47,-0.0881082
63.48,-0.0875725
63.49,-0.0870356
63.5,-0.0864976
63.51,-0.0859585
63.52,-0.0854182
63.53,-0.0848768
63.54,-0.0843342
63.55,-0.0837906
63.56,-0.0832458
63.57,-0.0826999
63.58,-0.0821528
63.59,-0.0816047
63.6,-0.0810555
63.61,-0.0805051
63.62,-0.0799537
63.63,-0.0794012
63.64,-0.0788475
63.65,-0.0782928
63.66,-0.077737
63.67,-0.0771801
63.68,-0.0766222
63.69,-0.0760631
63.7,-0.075503
63.71,-0.0749418
63.72,-0.0743796
63.73,-0.0738163
63.74,-0.073252
63.75,-0.0726866
63.76,-0.0721201
63.77,-0.0715526
63.78,-0.0709841
63.79,-0.0704145
63.8,-0.0698439
63.81,-0.0692723
63.82,-0.0686996
63.83,-0.0681259
63.84,-0.0675512
63.85,-0.0669755
63.86,-0.0663988
63.87,-0.0658211
63.88,-0.0652423
63.89,-0.0646626
63.9,-0.0640819
63.91,-0.0635002
63.92,-0.0629175
63.93,-0.0623338
63.94,-0.0617491
63.95,-0.0611635
63.96,-0.0605769
63.97,-0.0599893
63.98,-0.0594008
63.99,-0.0588113
64,-0.0582208
64.01,-0.0576294
64.02,-0.0570371
64.03,-0.0564438
64.04,-0.0558496
64.05,-0.0552544
64.06,-0.0546583
64.07,-0.0540613
64.08,-0.0534634
64.09,-0.0528645
64.1,-0.0522647
64.11,-0.051664
64.12,-0.0510625
64.13,-0.05046
64.14,-0.0498566
64.15,-0.0492523
64.16,-0.0486471
64.17,-0.0480411
64.18,-0.0474341
64.19,-0.0468263
64.2,-0.0462176
64.21,-0.0456081
64.22,-0.0449976
64.23,-0.0443864
64.24,-0.0437742
64.25,-0.0431612
64.26,-0.0425474
64.27,-0.0419327
64.28,-0.0413172
64.29,-0.0407008
64.3,-0.0400836
64.31,-0.0394656
64.32,-0.0388468
64.33,-0.0382272
64.34,-0.0376067
64.35,-0.0369854
64.36,-0.0363633
64.37,-0.0357405
64.38,-0.0351168
64.39,-0.0344923
64.4,-0.0338671
64.41,-0.033241
64.42,-0.0326142
64.43,-0.0319866
64.44,-0.0313583
64.45,-0.0307292
64.46,-0.0300993
64.47,-0.0294686
64.48,-0.0288372
64.49,-0.0282051
64.5,-0.0275722
64.51,-0.0269386
64.52,-0.0263042
64.53,-0.0256692
64.54,-0.0250333
64.55,-0.0243968
64.56,-0.0237596
64.57,-0.0231216
64.58,-0.0224829
64.59,-0.0218436
64.6,-0.0212035
64.61,-0.0205627
64.62,-0.0199213
64.63,-0.0192791
64.64,-0.0186363
64.65,-0.0179928
64.66,-0.0173487
64.67,-0.0167038
64.68,-0.0160583
64.69,-0.0154122
64.7,-0.0147654
64.71,-0.0141179
64.72,-0.0134698
64.73,-0.0128211
64.74,-0.0121717
64.75,-0.0115217
64.76,-0.0108711
64.77,-0.0102199
64.78,-0.00956801
64.79,-0.00891554
64.8,-0.00826246
64.81,-0.00760878
64.82,-0.00695451
64.83,-0.00629964
64.84,-0.00564418
64.85,-0.00498814
64.86,-0.00433152
64.87,-0.00367433
64.88,-0.00301656
64.89,-0.00235824
64.9,-0.00169935
64.91,-0.00103991
64.92,-0.000379918
64.93,0.000280619
64.94,0.000941697
64.95,0.00160331
64.96,0.00226546
64.97,0.00292813
64.98,0.00359132
64.99,0.00425503
65,0.00491925
65.01,0.00558398
65.02,0.00624921
65.03,0.00691494
65.04,0.00758117
65.05,0.00824788
65.06,0.00891507
65.07,0.00958275
65.08,0.0102509
65.09,0.0109195
65.1,0.0115886
65.11,0.0122581
65.12,0.0129281
65.13,0.0135986
65.14,0.0142694
65.15,0.0149408
65.16,0.0156125
65.17,0.0162847
65.18,0.0169573
65.19,0.0176304
65.2,0.0183038
65.21,0.0189777
65.22,0.019652
65.23,0.0203266
65.24,0.0210017
65.25,0.0216772
65.26,0.022353
65.27,0.0230292
65.28,0.0237058
65.29,0.0243828
65.3,0.0250601
65.31,0.0257378
65.32,0.0264159
65.33,0.0270943
65.34,0.027773
65.35,0.0284521
65.36,0.0291316
65.37,0.0298113
65.38,0.0304914
65.39,0.0311718
65.4,0.0318526
65.41,0.0325336
65.42,0.0332149
65.43,0.0338966
65.44,0.0345785
65.45,0.0352608
65.46,0.0359433
65.47,0.0366261
65.48,0.0373092
65.49,0.0379925
65.5,0.0386762
65.51,0.03936
65.52,0.0400442
65.53,0.0407286
65.54,0.0414132
65.55,0.0420981
65.56,0.0427832
65.57,0.0434685
65.58,0.0441541
65.59,0.0448399
65.6,0.0455259
65.61,0.0462121
65.62,0.0468986
65.63,0.0475852
65.64,0.048272
65.65,0.048959
65.66,0.0496463
65.67,0.0503336
65.68,0.0510212
65.69,0.0517089
65.7,0.0523968
65.71,0.0530849
65.72,0.0537731
65.73,0.0544615
65.74,0.05515
65.75,0.0558386
65.76,0.0565274
65.77,0.0572163
65.78,0.0579054
65.79,0.0585945
65.8,0.0592838
65.81,0.0599732
65.82,0.0606627
65.83,0.0613523
65.84,0.0620419
65.85,0.0627317
65.86,0.0634216
65.87,0.0641115
65.88,0.0648015
65.89,0.0654916
65.9,0.0661817
65.91,0.0668719
65.92,0.0675622
65.93,0.0682525
65.94,0.0689428
65.95,0.0696332
65.96,0.0703236
65.97,0.0710141
65.98,0.0717045
65.99,0.072395
66,0.0730855
66.01,0.073776
66.02,0.0744665
66.03,0.075157
66.04,0.0758475
66.05,0.076538
66.06,0.0772285
66.07,0.0779189
66.08,0.0786093
66.09,0.0792997
66.1,0.0799901
66.11,0.0806804
66.12,0.0813706
66.13,0.0820608
66.14,0.0827509
66.15,0.083441
66.16,0.084131
66.17,0.0848209
66.18,0.0855108
66.19,0.0862005
66.2,0.0868902
66.21,0.0875797
66.22,0.0882692
66.23,0.0889586
66.24,0.0896478
66.25,0.090337
66.26,0.091026
66.27,0.0917149
66.28,0.0924036
66.29,0.0930923
66.3,0.0937807
66.31,0.0944691
66.32,0.0951572
66.33,0.0958453
66.34,0.0965331
66.35,0.0972208
66.36,0.0979083
66.37,0.0985957
66.38,0.0992828
66.39,0.0999698
66.4,0.100657
66.41,0.101343
66.42,0.10203
66.43,0.102716
66.44,0.103402
66.45,0.104087
66.46,0.104773
66.47,0.105458
66.48,0.106143
66.49,0.106828
66.5,0.107513
66.51,0.108197
66.52,0.108881
66.53,0.109565
66.54,0.110248
66.55,0.110931
66.56,0.111614
66.57,0.112297
66.58,0.11298
66.59,0.113662
66.6,0.114344
66.61,0.115025
66.62,0.115706
66.63,0.116387
66.64,0.117068
66.65,0.117748
66.66,0.118428
66.67,0.119108
66.68,0.119787
66.69,0.120466
66.7,0.121144
66.71,0.121823
66.72,0.1225
66.73,0.123178
66.74,0.123855
66.75,0.124532
66.76,0.125208
66.77,0.125884
66.78,0.12656
66.79,0.127235
66.8,0.12791
66.81,0.128584
66.82,0.129258
66.83,0.129932
66.84,0.130605
66.85,0.131278
66.86,0.13195
66.87,0.132622
66.88,0.133294
66.89,0.133965
66.9,0.134635
66.91,0.135305
66.92,0.135975
66.93,0.136644
66.94,0.137313
66.95,0.137981
66.96,0.138649
66.97,0.139316
66.98,0.139983
66.99,0.140649
67,0.141315
67.01,0.14198
67.02,0.142645
67.03,0.143309
67.04,0.143973
67.05,0.144636
67.06,0.145299
67.07,0.145961
67.08,0.146623
67.09,0.147284
67.1,0.147944
67.11,0.148604
67.12,0.149264
67.13,0.149922
67.14,0.150581
67.15,0.151238
67.16,0.151896
67.17,0.152552
67.18,0.153208
67.19,0.153863
67.2,0.154518
67.21,0.155172
67.22,0.155826
67.23,0.156479
67.24,0.157131
67.25,0.157783
67.26,0.158434
67.27,0.159084
67.28,0.159734
67.29,0.160383
67.3,0.161032
67.31,0.161679
67.32,0.162327
67.33,0.162973
67.34,0.163619
67.35,0.164264
67.36,0.164909
67.37,0.165552
67.38,0.166195
67.39,0.166838
67.4,0.16748
67.41,0.168121
67.42,0.168761
67.43,0.1694
67.44,0.170039
67.45,0.170678
67.46,0.171315
67.47,0.171952
67.48,0.172588
67.49,0.173223
67.5,0.173857
67.51,0.174491
67.52,0.175124
67.53,0.175756
67.54,0.176388
67.55,0.177018
67.56,0.177648
67.57,0.178277
67.58,0.178906
67.59,0.179533
67.6,0.18016
67.61,0.180786
67.62,0.181411
67.63,0.182036
67.64,0.182659
67.65,0.183282
67.66,0.183904
67.67,0.184525
67.68,0.185145
67.69,0.185764
67.7,0.186383
67.71,0.187001
67.72,0.187618
67.73,0.188234
67.74,0.188849
67.75,0.189463
67.76,0.190076
67.77,0.190689
67.78,0.191301
67.79,0.191911
67.8,0.192521
67.81,0.19313
67.82,0.193738
67.83,0.194346
67.84,0.194952
67.85,0.195557
67.86,0.196162
67.87,0.196765
67.88,0.197368
67.89,0.19797
67.9,0.19857
67.91,0.19917
67.92,0.199769
67.93,0.200367
67.94,0.200964
67.95,0.20156
67.96,0.202155
67.97,0.202749
67.98,0.203342
67.99,0.203935
68,0.204526
68.01,0.205116
68.02,0.205705
68.03,0.206293
68.04,0.206881
68.05,0.207467
68.06,0.208052
68.07,0.208636
68.08,0.20922
68.09,0.209802
68.1,0.210383
68.11,0.210963
68.12,0.211542
68.13,0.21212
68.14,0.212697
68.15,0.213273
68.16,0.213848
68.17,0.214422
68.18,0.214995
68.19,0.215567
68.2,0.216137
68.21,0.216707
68.22,0.217275
68.23,0.217843
68.24,0.218409
68.25,0.218975
68.26,0.219539
68.27,0.220102
68.28,0.220664
68.29,0.221225
68.3,0.221785
68.31,0.222343
68.32,0.222901
68.33,0.223457
68.34,0.224013
68.35,0.224567
68.36,0.22512
68.37,0.225672
68.38,0.226223
68.39,0.226772
68.4,0.227321
68.41,0.227868
68.42,0.228414
68.43,0.228959
68.44,0.229503
68.45,0.230046
68.46,0.230587
68.47,0.231128
68.48,0.231667
68.49,0.232205
68.5,0.232741
68.51,0.233277
68.52,0.233811
68.53,0.234345
68.54,0.234876
68.55,0.235407
68.56,0.235937
68.57,0.236465
68.58,0.236992
68.59,0.237518
68.6,0.238043
68.61,0.238566
68.62,0.239088
68.63,0.239609
68.64,0.240129
68.65,0.240647
68.66,0.241164
68.67,0.24168
68.68,0.242195
68.69,0.242708
68.7,0.24322
68.71,0.243731
68.72,0.244241
68.73,0.244749
68.74,0.245256
68.75,0.245762
68.76,0.246266
68.77,0.246769
68.78,0.247271
68.79,0.247771
68.8,0.24827
68.81,0.248768
68.82,0.249265
68.83,0.24976
68.84,0.250254
68.85,0.250747
68.86,0.251238
68.87,0.251728
68.88,0.252216
68.89,0.252704
68.9,0.25319
68.91,0.253674
68.92,0.254157
68.93,0.254639
68.94,0.25512
68.95,0.255599
68.96,0.256077
68.97,0.256553
68.98,0.257028
68.99,0.257502
69,0.257974
69.01,0.258445
69.02,0.258914
69.03,0.259382
69.04,0.259849
69.05,0.260314
69.06,0.260778
69.07,0.261241
69.08,0.261702
69.09,0.262162
69.1,0.26262
69.11,0.263077
69.12,0.263532
69.13,0.263986
69.14,0.264439
69.15,0.26489
69.16,0.26534
69.17,0.265788
69.18,0.266235
69.19,0.26668
69.2,0.267124
69.21,0.267567
69.22,0.268008
69.23,0.268447
69.24,0.268885
69.25,0.269322
69.26,0.269757
69.27,0.270191
69.28,0.270623
69.29,0.271054
69.3,0.271483
69.31,0.271911
69.32,0.272337
69.33,0.272762
69.34,0.273185
69.35,0.273607
69.36,0.274028
69.37,0.274446
69.38,0.274864
69.39,0.275279
69.4,0.275694
69.41,0.276107
69.42,0.276518
69.43,0.276928
69.44,0.277336
69.45,0.277743
69.46,0.278148
69.47,0.278551
69.48,0.278954
69.49,0.279354
69.5,0.279753
69.51,0.280151
69.52,0.280547
69.53,0.280941
69.54,0.281334
69.55,0.281725
69.56,0.282115
69.57,0.282503
69.58,0.28289
69.59,0.283275
69.6,0.283658
69.61,0.28404
69.62,0.28442
69.63,0.284799
69.64,0.285176
69.65,0.285552
69.66,0.285926
69.67,0.286298
69.68,0.286669
69.69,0.287038
69.7,0.287406
69.71,0.287772
69.72,0.288136
69.73,0.288499
69.74,0.28886
69.75,0.28922
69.76,0.289578
69.77,0.289934
69.78,0.290289
69.79,0.290642
69.8,0.290994
69.81,0.291344
69.82,0.291692
69.83,0.292039
69.84,0.292384
69.85,0.292727
69.86,0.293069
69.87,0.293409
69.88,0.293747
69.89,0.294084
69.9,0.294419
69.91,0.294753
69.92,0.295085
69.93,0.295415
69.94,0.295743
69.95,0.29607
69.96,0.296396
69.97,0.296719
69.98,0.297041
69.99,0.297361
70,0.29768
70.01,0.297997
70.02,0.298312
70.03,0.298626
70.04,0.298937
70.05,0.299248
70.06,0.299556
70.07,0.299863
70.08,0.300168
70.09,0.300472
70.1,0.300773
70.11,0.301073
70.12,0.301372
70.13,0.301668
70.14,0.301963
70.15,0.302257
70.16,0.302548
70.17,0.302838
70.18,0.303126
70.19,0.303413
70.2,0.303697
70.21,0.303981
70.22,0.304262
70.23,0.304541
70.24,0.304819
70.25,0.305095
70.26,0.30537
70.27,0.305643
70.28,0.305914
70.29,0.306183
70.3,0.30645
70.31,0.306716
70.32,0.30698
70.33,0.307243
70.34,0.307503
70.35,0.307762
70.36,0.308019
70.37,0.308274
70.38,0.308528
70.39,0.30878
70.4,0.30903
70.41,0.309278
70.42,0.309525
70.43,0.30977
70.44,0.310013
70.45,0.310254
70.46,0.310494
70.47,0.310732
70.48,0.310968
70.49,0.311202
70.5,0.311435
70.51,0.311666
70.52,0.311895
70.53,0.312122
70.54,0.312347
70.55,0.312571
70.56,0.312793
70.57,0.313013
70.58,0.313232
70.59,0.313448
70.6,0.313663
